student_id,iteration,selected_topic_id,selected_topic_name,selection_score
2,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
2,10,"POLITY-003","Federalism & Centre-State Relations",0.44
2,11,"POLITY-006","Parliament & Legislative System",0.41
2,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
2,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
2,14,"POLITY-001","Executive (President & Governor)",0.305
2,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
2,16,"POLITY-003","Federalism & Centre-State Relations",0.23
2,17,"POLITY-006","Parliament & Legislative System",0.2
2,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
2,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
2,20,"POLITY-001","Executive (President & Governor)",0.045
2,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
2,22,"POLITY-001","Executive (President & Governor)",0.045
2,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
2,24,"POLITY-001","Executive (President & Governor)",0.045
2,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
2,26,"POLITY-001","Executive (President & Governor)",0.045
2,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
2,28,"POLITY-001","Executive (President & Governor)",0.045
2,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
2,30,"POLITY-001","Executive (President & Governor)",0.045
3,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
3,2,"POLITY-001","Executive (President & Governor)",0.755
3,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
3,4,"POLITY-003","Federalism & Centre-State Relations",0.68
3,5,"POLITY-006","Parliament & Legislative System",0.65
3,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
3,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
3,8,"POLITY-001","Executive (President & Governor)",0.515
3,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
3,10,"POLITY-003","Federalism & Centre-State Relations",0.44
3,11,"POLITY-006","Parliament & Legislative System",0.41
3,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
3,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
3,14,"POLITY-001","Executive (President & Governor)",0.305
3,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
3,16,"POLITY-003","Federalism & Centre-State Relations",0.23
3,17,"POLITY-006","Parliament & Legislative System",0.2
3,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
3,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
3,20,"POLITY-001","Executive (President & Governor)",0.045
3,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
3,22,"POLITY-001","Executive (President & Governor)",0.045
3,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
3,24,"POLITY-001","Executive (President & Governor)",0.045
3,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
3,26,"POLITY-001","Executive (President & Governor)",0.045
3,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
3,28,"POLITY-001","Executive (President & Governor)",0.045
3,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
3,30,"POLITY-001","Executive (President & Governor)",0.045
4,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
4,2,"POLITY-001","Executive (President & Governor)",0.755
4,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
4,4,"POLITY-003","Federalism & Centre-State Relations",0.68
4,5,"POLITY-006","Parliament & Legislative System",0.65
4,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
4,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
4,8,"POLITY-001","Executive (President & Governor)",0.515
4,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
4,10,"POLITY-003","Federalism & Centre-State Relations",0.44
4,11,"POLITY-006","Parliament & Legislative System",0.41
4,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
4,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
4,14,"POLITY-001","Executive (President & Governor)",0.305
4,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
4,16,"POLITY-003","Federalism & Centre-State Relations",0.23
4,17,"POLITY-006","Parliament & Legislative System",0.2
4,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
4,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
4,20,"POLITY-001","Executive (President & Governor)",0.045
4,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
4,22,"POLITY-001","Executive (President & Governor)",0.045
4,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
4,24,"POLITY-001","Executive (President & Governor)",0.045
4,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
4,26,"POLITY-001","Executive (President & Governor)",0.045
4,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
4,28,"POLITY-001","Executive (President & Governor)",0.045
4,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
4,30,"POLITY-001","Executive (President & Governor)",0.045
5,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
5,2,"POLITY-001","Executive (President & Governor)",0.755
5,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
5,4,"POLITY-003","Federalism & Centre-State Relations",0.68
5,5,"POLITY-006","Parliament & Legislative System",0.65
5,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
5,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
5,8,"POLITY-001","Executive (President & Governor)",0.515
5,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
5,10,"POLITY-003","Federalism & Centre-State Relations",0.44
5,11,"POLITY-006","Parliament & Legislative System",0.41
5,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
5,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
5,14,"POLITY-001","Executive (President & Governor)",0.305
5,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
5,16,"POLITY-003","Federalism & Centre-State Relations",0.23
5,17,"POLITY-006","Parliament & Legislative System",0.2
5,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
5,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
5,20,"POLITY-001","Executive (President & Governor)",0.045
5,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
5,22,"POLITY-001","Executive (President & Governor)",0.045
5,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
5,24,"POLITY-001","Executive (President & Governor)",0.045
5,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
5,26,"POLITY-001","Executive (President & Governor)",0.045
5,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
5,28,"POLITY-001","Executive (President & Governor)",0.045
5,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
5,30,"POLITY-001","Executive (President & Governor)",0.045
6,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
6,2,"POLITY-001","Executive (President & Governor)",0.755
6,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
6,4,"POLITY-003","Federalism & Centre-State Relations",0.68
6,5,"POLITY-006","Parliament & Legislative System",0.65
6,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
6,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
6,8,"POLITY-001","Executive (President & Governor)",0.515
6,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
6,10,"POLITY-003","Federalism & Centre-State Relations",0.44
6,11,"POLITY-006","Parliament & Legislative System",0.41
6,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
6,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
6,14,"POLITY-001","Executive (President & Governor)",0.305
6,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
6,16,"POLITY-003","Federalism & Centre-State Relations",0.23
6,17,"POLITY-006","Parliament & Legislative System",0.2
6,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
6,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
6,20,"POLITY-001","Executive (President & Governor)",0.045
6,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
6,22,"POLITY-001","Executive (President & Governor)",0.045
6,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
6,24,"POLITY-001","Executive (President & Governor)",0.045
6,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
6,26,"POLITY-001","Executive (President & Governor)",0.045
6,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
6,28,"POLITY-001","Executive (President & Governor)",0.045
6,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
6,30,"POLITY-001","Executive (President & Governor)",0.045
7,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
7,2,"POLITY-001","Executive (President & Governor)",0.755
7,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
7,4,"POLITY-003","Federalism & Centre-State Relations",0.68
7,5,"POLITY-006","Parliament & Legislative System",0.65
7,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
7,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
7,8,"POLITY-001","Executive (President & Governor)",0.515
7,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
7,10,"POLITY-003","Federalism & Centre-State Relations",0.44
7,11,"POLITY-006","Parliament & Legislative System",0.41
7,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
7,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
7,14,"POLITY-001","Executive (President & Governor)",0.305
7,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
7,16,"POLITY-003","Federalism & Centre-State Relations",0.23
7,17,"POLITY-006","Parliament & Legislative System",0.2
7,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
7,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
7,20,"POLITY-001","Executive (President & Governor)",0.045
7,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
7,22,"POLITY-001","Executive (President & Governor)",0.045
7,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
7,24,"POLITY-001","Executive (President & Governor)",0.045
7,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
7,26,"POLITY-001","Executive (President & Governor)",0.045
7,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
7,28,"POLITY-001","Executive (President & Governor)",0.045
7,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
7,30,"POLITY-001","Executive (President & Governor)",0.045
8,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
8,2,"POLITY-001","Executive (President & Governor)",0.755
8,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
8,4,"POLITY-003","Federalism & Centre-State Relations",0.68
8,5,"POLITY-006","Parliament & Legislative System",0.65
8,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
8,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
8,8,"POLITY-001","Executive (President & Governor)",0.515
8,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
8,10,"POLITY-003","Federalism & Centre-State Relations",0.44
8,11,"POLITY-006","Parliament & Legislative System",0.41
8,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
8,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
8,14,"POLITY-001","Executive (President & Governor)",0.305
8,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
8,16,"POLITY-003","Federalism & Centre-State Relations",0.23
8,17,"POLITY-006","Parliament & Legislative System",0.2
8,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
8,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
8,20,"POLITY-001","Executive (President & Governor)",0.045
8,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
8,22,"POLITY-001","Executive (President & Governor)",0.045
8,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
8,24,"POLITY-001","Executive (President & Governor)",0.045
8,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
8,26,"POLITY-001","Executive (President & Governor)",0.045
8,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
8,28,"POLITY-001","Executive (President & Governor)",0.045
8,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
8,30,"POLITY-001","Executive (President & Governor)",0.045
9,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
9,2,"POLITY-001","Executive (President & Governor)",0.755
9,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
9,4,"POLITY-003","Federalism & Centre-State Relations",0.68
9,5,"POLITY-006","Parliament & Legislative System",0.65
9,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
9,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
9,8,"POLITY-001","Executive (President & Governor)",0.515
9,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
9,10,"POLITY-003","Federalism & Centre-State Relations",0.44
9,11,"POLITY-006","Parliament & Legislative System",0.41
9,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
9,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
9,14,"POLITY-001","Executive (President & Governor)",0.305
9,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
9,16,"POLITY-003","Federalism & Centre-State Relations",0.23
9,17,"POLITY-006","Parliament & Legislative System",0.2
9,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
9,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
9,20,"POLITY-001","Executive (President & Governor)",0.045
9,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
9,22,"POLITY-001","Executive (President & Governor)",0.045
9,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
9,24,"POLITY-001","Executive (President & Governor)",0.045
9,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
9,26,"POLITY-001","Executive (President & Governor)",0.045
9,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
9,28,"POLITY-001","Executive (President & Governor)",0.045
9,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
9,30,"POLITY-001","Executive (President & Governor)",0.045
10,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
10,2,"POLITY-001","Executive (President & Governor)",0.755
10,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
10,4,"POLITY-003","Federalism & Centre-State Relations",0.68
10,5,"POLITY-006","Parliament & Legislative System",0.65
10,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
10,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
10,8,"POLITY-001","Executive (President & Governor)",0.515
10,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
10,10,"POLITY-003","Federalism & Centre-State Relations",0.44
10,11,"POLITY-006","Parliament & Legislative System",0.41
10,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
10,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
10,14,"POLITY-001","Executive (President & Governor)",0.305
10,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
10,16,"POLITY-003","Federalism & Centre-State Relations",0.23
10,17,"POLITY-006","Parliament & Legislative System",0.2
10,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
10,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
10,20,"POLITY-001","Executive (President & Governor)",0.045
10,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
10,22,"POLITY-001","Executive (President & Governor)",0.045
10,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
10,24,"POLITY-001","Executive (President & Governor)",0.045
10,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
10,26,"POLITY-001","Executive (President & Governor)",0.045
10,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
10,28,"POLITY-001","Executive (President & Governor)",0.045
10,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
10,30,"POLITY-001","Executive (President & Governor)",0.045
11,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
11,2,"POLITY-001","Executive (President & Governor)",0.755
11,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
11,4,"POLITY-003","Federalism & Centre-State Relations",0.68
11,5,"POLITY-006","Parliament & Legislative System",0.65
11,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
11,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
11,8,"POLITY-001","Executive (President & Governor)",0.515
11,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
11,10,"POLITY-003","Federalism & Centre-State Relations",0.44
11,11,"POLITY-006","Parliament & Legislative System",0.41
11,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
11,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
11,14,"POLITY-001","Executive (President & Governor)",0.305
11,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
11,16,"POLITY-003","Federalism & Centre-State Relations",0.23
11,17,"POLITY-006","Parliament & Legislative System",0.2
11,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
11,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
11,20,"POLITY-001","Executive (President & Governor)",0.045
11,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
11,22,"POLITY-001","Executive (President & Governor)",0.045
11,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
11,24,"POLITY-001","Executive (President & Governor)",0.045
11,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
11,26,"POLITY-001","Executive (President & Governor)",0.045
11,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
11,28,"POLITY-001","Executive (President & Governor)",0.045
11,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
11,30,"POLITY-001","Executive (President & Governor)",0.045
12,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
12,2,"POLITY-001","Executive (President & Governor)",0.755
12,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
12,4,"POLITY-003","Federalism & Centre-State Relations",0.68
12,5,"POLITY-006","Parliament & Legislative System",0.65
12,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
12,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
12,8,"POLITY-001","Executive (President & Governor)",0.515
12,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
12,10,"POLITY-003","Federalism & Centre-State Relations",0.44
12,11,"POLITY-006","Parliament & Legislative System",0.41
12,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
12,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
12,14,"POLITY-001","Executive (President & Governor)",0.305
12,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
12,16,"POLITY-003","Federalism & Centre-State Relations",0.23
12,17,"POLITY-006","Parliament & Legislative System",0.2
12,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
12,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
12,20,"POLITY-001","Executive (President & Governor)",0.045
12,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
12,22,"POLITY-001","Executive (President & Governor)",0.045
12,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
12,24,"POLITY-001","Executive (President & Governor)",0.045
12,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
12,26,"POLITY-001","Executive (President & Governor)",0.045
12,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
12,28,"POLITY-001","Executive (President & Governor)",0.045
12,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
12,30,"POLITY-001","Executive (President & Governor)",0.045
13,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
13,2,"POLITY-001","Executive (President & Governor)",0.755
13,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
13,4,"POLITY-003","Federalism & Centre-State Relations",0.68
13,5,"POLITY-006","Parliament & Legislative System",0.65
13,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
13,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
13,8,"POLITY-001","Executive (President & Governor)",0.515
13,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
13,10,"POLITY-003","Federalism & Centre-State Relations",0.44
13,11,"POLITY-006","Parliament & Legislative System",0.41
13,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
13,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
13,14,"POLITY-001","Executive (President & Governor)",0.305
13,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
13,16,"POLITY-003","Federalism & Centre-State Relations",0.23
13,17,"POLITY-006","Parliament & Legislative System",0.2
13,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
13,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
13,20,"POLITY-001","Executive (President & Governor)",0.045
13,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
13,22,"POLITY-001","Executive (President & Governor)",0.045
13,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
13,24,"POLITY-001","Executive (President & Governor)",0.045
13,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
13,26,"POLITY-001","Executive (President & Governor)",0.045
13,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
13,28,"POLITY-001","Executive (President & Governor)",0.045
13,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
13,30,"POLITY-001","Executive (President & Governor)",0.045
14,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
14,2,"POLITY-001","Executive (President & Governor)",0.755
14,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
14,4,"POLITY-003","Federalism & Centre-State Relations",0.68
14,5,"POLITY-006","Parliament & Legislative System",0.65
14,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
14,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
14,8,"POLITY-001","Executive (President & Governor)",0.515
14,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
14,10,"POLITY-003","Federalism & Centre-State Relations",0.44
14,11,"POLITY-006","Parliament & Legislative System",0.41
14,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
14,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
14,14,"POLITY-001","Executive (President & Governor)",0.305
14,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
14,16,"POLITY-003","Federalism & Centre-State Relations",0.23
14,17,"POLITY-006","Parliament & Legislative System",0.2
14,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
14,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
14,20,"POLITY-001","Executive (President & Governor)",0.045
14,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
14,22,"POLITY-001","Executive (President & Governor)",0.045
14,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
14,24,"POLITY-001","Executive (President & Governor)",0.045
14,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
14,26,"POLITY-001","Executive (President & Governor)",0.045
14,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
14,28,"POLITY-001","Executive (President & Governor)",0.045
14,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
14,30,"POLITY-001","Executive (President & Governor)",0.045
15,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
15,2,"POLITY-001","Executive (President & Governor)",0.755
15,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
15,4,"POLITY-003","Federalism & Centre-State Relations",0.68
15,5,"POLITY-006","Parliament & Legislative System",0.65
15,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
15,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
15,8,"POLITY-001","Executive (President & Governor)",0.515
15,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
15,10,"POLITY-003","Federalism & Centre-State Relations",0.44
15,11,"POLITY-006","Parliament & Legislative System",0.41
15,12,"POLITY-005","Local Self-Government (Panchayati Raj)",0.38
15,13,"POLITY-002","Judiciary, Rights & Doctrines",0.337
15,14,"POLITY-001","Executive (President & Governor)",0.305
15,15,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.298
15,16,"POLITY-003","Federalism & Centre-State Relations",0.23
15,17,"POLITY-006","Parliament & Legislative System",0.2
15,18,"POLITY-005","Local Self-Government (Panchayati Raj)",0.17
15,19,"POLITY-002","Judiciary, Rights & Doctrines",0.077
15,20,"POLITY-001","Executive (President & Governor)",0.045
15,21,"POLITY-002","Judiciary, Rights & Doctrines",0.077
15,22,"POLITY-001","Executive (President & Governor)",0.045
15,23,"POLITY-002","Judiciary, Rights & Doctrines",0.077
15,24,"POLITY-001","Executive (President & Governor)",0.045
15,25,"POLITY-002","Judiciary, Rights & Doctrines",0.077
15,26,"POLITY-001","Executive (President & Governor)",0.045
15,27,"POLITY-002","Judiciary, Rights & Doctrines",0.077
15,28,"POLITY-001","Executive (President & Governor)",0.045
15,29,"POLITY-002","Judiciary, Rights & Doctrines",0.077
15,30,"POLITY-001","Executive (President & Governor)",0.045
16,1,"POLITY-002","Judiciary, Rights & Doctrines",0.787
16,2,"POLITY-001","Executive (President & Governor)",0.755
16,3,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.747
16,4,"POLITY-003","Federalism & Centre-State Relations",0.68
16,5,"POLITY-006","Parliament & Legislative System",0.65
16,6,"POLITY-005","Local Self-Government (Panchayati Raj)",0.62
16,7,"POLITY-002","Judiciary, Rights & Doctrines",0.547
16,8,"POLITY-001","Executive (President & Governor)",0.515
16,9,"POLITY-004","Elections, Preamble & Constitutional Bodies",0.507
