question_id,year,exam_name,paper,section,question_number,marks,language,original_question_text,page_number,source_pdf_name,subject_id,subject_name,subject_confidence,classification_method,classification_reason,review_required,secondary_subject,secondary_subject_confidence
BPSC-Q-000064,2023,68th BPSC Mains,GS 2,Section I,6,38,English,**Long Answer Question:**,3,68th_BPSC_MAINS_GS_PAPER-II.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000075,2024,69th BPSC Mains,GS 1,Section I,1,38,English,**Short Answer Questions (Compulsory - 38 Marks Total):**,3,69th_BPSC_MAINS_GS_PAPER-I.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000084,2024,69th BPSC Mains,GS 1,Section I,3,38,English,**Long Answer Question (National Movement & Thinkers):**,3,69th_BPSC_MAINS_GS_PAPER-I.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000087,2024,69th BPSC Mains,GS 1,Section I,4,38,English,**Short Answer Questions (Current Developments):**,3,69th_BPSC_MAINS_GS_PAPER-I.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000093,2024,69th BPSC Mains,GS 1,Section I,5,38,English,**Long Answer Question (International Relations):**,3,69th_BPSC_MAINS_GS_PAPER-I.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000096,2024,69th BPSC Mains,GS 2,Section I,1,38,English,**Short Answer Questions (Polity):**,3,69th_BPSC_MAINS_GS_PAPER-II.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000102,2024,69th BPSC Mains,GS 2,Section I,2,38,English,**Long Answer Question (Polity):**,3,69th_BPSC_MAINS_GS_PAPER-II.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000113,2024,69th BPSC Mains,GS 2,Section I,5,38,English,**Short Answer Questions (Science & Tech):**,3,69th_BPSC_MAINS_GS_PAPER-II.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000117,2024,69th BPSC Mains,GS 2,Section I,Sub-d,7,English,**Waste-to-Energy Technologies:** Discuss modern municipal solid waste management technologies and their relevance for urban Bihar.,2,69th_BPSC_MAINS_GS_PAPER-II.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000119,2024,69th BPSC Mains,GS 2,Section I,6,38,English,**Long Answer Question (Science & Tech):**,3,69th_BPSC_MAINS_GS_PAPER-II.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000134,2018,60th-62nd BPSC Mains,GS 1,Section I,5,38,English,Evaluate the contribution of Rabindranath Tagor in Bengali literature and music. 38 caxyk	lkfgR;	rFkk	laxhr	esa	johaæukFk	VSxksj	ds	;ksxnku	dk	ewY;kadu	dhft;sA,2,BPSC-(60-62)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000137,2018,60th-62nd BPSC Mains,GS 1,Section I,8,38,English,"Elucidate the Demonetisation Scheme. In your views, up to what extent it was successful or unsuccessful? What	were	its	effects	on	the	Liquour	Ben	Policy	of	the	Bihar	Government?		 38",2,BPSC-(60-62)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000138,2018,60th-62nd BPSC Mains,GS 1,Section I,9,38,English,"Thoroughly explain the disputes between North Korea and America. Is United Nations playing an important role in resolving this dispute? If yes, How? And, if no, what are the underlying reasons? Give some suitable suggestions in resolving this issue. 38 mÙkj	 dksfj;k	,oa	vesfjdk	ds	chp	fookn	dks	foLrkj	ls	le>kb,A	D;k	bl	fookn	dks	gy	djus	esa	la;qDr	jk""Vª	,d egÙoiw.kZ	Hkwfedk	fuHkk	jgk	gS\	rks	dSls\	vkSj]	;fn	ugha]	rks	blds	varfuZfgr	dkj.k	D;k	gSa\	bl	fookn	dks	lqy>kus esa	dqN	mi;qDr	lq>ko	nhft;sA",3,BPSC-(60-62)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000140,2018,60th-62nd BPSC Mains,GS 1,Section I,11,38,English,"What do you understand by human rights? Throw light on the Universal Declaration of Human Rights (1948)	by	UNO.	What	were	the	major	efforts	made	by	the	Bihar	Government	in	fostering	them	in	last decade? 38 ekuokfèkdkjksa	 ls	vki	D;k	le>rs	gSa\	la;qDr	jk""Vª	la?k	}kjk	ekuokfèkdkjksa	dh	lkoZHkkSfed	?kks""k.kk	(1948)	ij	izdk'k Mkfy;sA	fcgkj	ljdkj	}kjk	fiNys	,d	n'k	esa	bUgsa	c<+kok	nsus	gsrq	D;k	izeq[k	iz;kl	fd;s	x,\",3,BPSC-(60-62)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000141,2018,60th-62nd BPSC Mains,GS 1,Section I,12,38,English,"Study	 the	following	line	graph	which	gives	the	percent	profit	earned	by	the	three	companies	A,	B	and	C during the period from 2011 to 2016 and answer the questions given below: 38 (a)  The income of company B in 2012 was `	60	Lakhs,	which	increased	by	30%	in	the	year	2013.	Find the expenditure of company B in the year 2013. (b) If the expenditure of companies A, B and C in the year 2016 were equal and their total income in that year was `	870	lakhs,	find	the	profit	of	each	company	in	that	year. (c) If the companies A, B and C had an expenditure of ` 200 lakhs, ` 300 lakhs and ` 400 lakhs repectively in	the	year	2014,	find	the	ratio	of	their	profits	in	2014. (d) If the incomes of companies A, B and C in the year 2015 were equal and their total expenditure in that year was `	1,835	lakhs,	find	the	profit	of	each	company	in	that	year. fuEu	js[kk&vkys[k	dk	vè;;u	dhft,]	ftlesa	rhu	daifu;ksa	 A, B	rFkk	C	}kjk	vftZr	izfr'kr	ykHk	vofèk	2011 ls	2016	rd	ds	fy;s	fn;k	x;k	gS]	rFkk	mu	iz'uksa	ds	mÙkj	nhft;s]	tks	blds	uhps	fn;s	x,	gSa%",3,BPSC-(60-62)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000144,2018,60th-62nd BPSC Mains,GS 1,Section I,15,38,English,"The following graph shows the expenditure on arms of the three countries A, B and C (in ` thousand millions). Answer the questions that follow on the basis of the graph: 38 (a) Which country had the steepest rise in its expenditure on arms compared to the previous year and in which year? 5 (b) What was the percentage increase in expenditure on arms of country A in 2017 compared to 2012? (c) The amount spent by country B in 2017 is what percentage of amount spent by it in 2011? 5 (d)	 If	 in	2018,	the	amount	spent	by	country	C	will	be	30%	more	than	that	in	the	last	year	and	the	amount",6,BPSC-(60-62)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000147,2018,60th-62nd BPSC Mains,GS 2,Section I,3,38,English,Identify the major pressure groups in Indian politics and examine their role in it.  38 Hkkjrh; jktuhfr esa çeq• ncko lewgksa dh igpku dhft;s vkSj Hkkjr dh jktuhfr esa mudh Hkwfedk dk ijh{k.k dhft;sA,2,BPSC-(60-62)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000152,2018,60th-62nd BPSC Mains,GS 2,Section I,8,38,English,"What do you mean by public goods subsidy, merit goods subsidy and non-merit goods subsidy in India. Explain the recent trends and problems of food, fertilizer and petroleum subsidy in the country. 38 Hkkjr esa lkoZtfud oLrq vuqnku] esfjV oLrq vuqnku vkSj xSj&esfjV oLrq vuqnkuksa ls vkidk D;k rkRi;Z gS\ ns'k esa moZjd] •k| o isVªksfy;e vuqnkuksa dh leL;k rFkk gky gh dh ço`fÙk;ksa dks le>kb;sA [kaM&III@Section-III",3,BPSC-(60-62)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000153,2018,60th-62nd BPSC Mains,GS 2,Section I,9,36,English,"Pollution has become serious threat for India. Identify causes and indicate which mandatory steps should be taken by the Government and what should be voluntarily done by the public. 36 Hkkjr ds fy;s çnw""k.k xaHkhj •rjk cu x;k gSA blds dkj.kksa dh igpku dhft;s ,oa bafxr dhft;s fd 'kklu }kjk dkSu&ls vfuok;Z dne mBk, tkus pkfg;s ,oa turk }kjk dkSu&ls LoSfPNd dne mBk, tkus pkfg;sA",3,BPSC-(60-62)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000155,2018,60th-62nd BPSC Mains,GS 2,Section I,11,36,English,How do you see achievements of Indian Space Research Organization (ISRO). What are their next exciting targets. 36 Hkkjrh; varfj{k vuqla/ku laxBu (ISRO) dh miyfC/;ksa dks vki fdl rjg ns•rs gSa\ muds vxys jksekapd y{; D;k gSa\,3,BPSC-(60-62)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000156,2018,60th-62nd BPSC Mains,GS 2,Section I,12,36,English,What is 'UDAY' (Ujwal Discom Assurance Yojna)? Which States are partners in this Yojna? How is Bihar going to be benefitted by 'UDAY? 36 ^mn;* (mToy fMLdke v';ksjsal ;kstuk) D;k gS\ dkSu&ls jkT; bl ;kstuk ds Hkkxhnkj gSa\ fcgkj fdl rjg ls ^mn;* ls ykHkkfUor gksxk\,3,BPSC-(60-62)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000162,2019,63rd BPSC Mains,GS 1,Section I,6,38,English,"Examine	the	salient	features	of	Patna	Kalam	Painting	Style.	 38 iVuk	dyke	fp=kdyk	'kSyh	dh	eq[;	fo'ks""krkvksa	dk	ijh{k.k	dhft;sA [kaM&II/Section-II",2,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000163,2019,63rd BPSC Mains,GS 1,Section I,7,38,English,"Explain	 the	 BIMSTEC 	 organization.	Throw	 light	 on	 the	 outcomes	 of	 recently	 concluded	 Kathmandu Smmit	of	BIMSTEC 	countries.	Discuss	the	issues	related	to	India's	interests,	hopes	and	grievances.	 38 fcElVsd	 laxBu	dks	Li""V	dhft;sA	fcElVsd	ns'kksa	ds	laxBu	dh	gky	esa	gq,	dkBekaMw	lEesyu	ds	ifj.kkeksa	ij izdk'k	Mkfy;sA	Hkkjr	ds	fgr]	vk'kk,¡	,oa	vis{kkvksa	ls	lacafèkr	fo""k;ksa	dh	foospuk	dhft;sA",2,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000164,2019,63rd BPSC Mains,GS 1,Section I,8,38,English,"Critically	 examine	the	Rohingya	Refugee	Crisis.	Describe	the	role	of	Myanmar,	China,	India	and	Bangladesh in	 evolution	 and	 resolution	 of	 the	 crisis.	Throw	 light	 on	 the	 viloation	 of	 Human	 Rights	 in	 context	 to Rohingya	Refugees.	 38 jksfgaX;k	 'kj.kkFkhZ	ladV	dh	vkykspukRed	foospuk	dhft;sA	bl	ladV	dh	mRifÙk	,oa	lekèkku	esa	E;kaekj]	phu]	Hkkjr ,oa	ckaXykns'k	dh	Hkwfedk	dk	o.kZu	dhft;sA	jksfgaX;k	'kj.kkfFkZ;ksa	ds	lanHkZ	esa	ekuokfèkdkjksa	ds	guu	ij	izdk'k	Mkfy;sA",2,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000166,2019,63rd BPSC Mains,GS 1,Section I,10,38,English,"What	 do	you	know	about	NRC	dispute?	Illuminate	the	political	intentions	behind	it.	Discuss	the	international impacts	of	this	issue	also.		 	 38 ,u-vkj-lh-	 fookn	ls	vki	D;k	le>rs	gSa\	bl	fookn	esa	fufgr	jktuhfrd	ea'kkvksa	dks	Li""V	dhft;sA	bl	eqís	ds varjkZ""Vªh;	izHkkoksa	dh	Hkh	foospuk	dhft;sA",3,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000167,2019,63rd BPSC Mains,GS 1,Section I,11,38,English,"Elucidate	 the	international	terrorism.	How	is	the	international	community	today	trying	to	fight	the	menace of	international	terrorism?	What	is	UNO's	contribution?	 38 varjkZ""Vªh;	 vkradokn	dks	Li""V	dhft;sA	vkt	varjkZ""Vªh;	leqnk;	fdl	izdkj	varjkZ""Vªh;	vkradokn	ds	[krjs	dh	lekfIr ds	fy;s	iz;kl	dj	jgk	gSA	la;qDr	jk""Vª	la?k	dk	D;k	;ksxnku	gS\ [kaM&III/Section-III",3,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000168,2019,63rd BPSC Mains,GS 1,Section I,12,38,English,"In	 a	city	of	Maharashtra,	the	main	mode	of	transport	is	the	car.	The	following	chart	shows	the	population trends	and	car	use	trends	during	the	period	2011-2016.	Study	the	chart	and	answer	the	questions	that	follow: 38 (a)	 In	 2014,	if	the	females	used	30%	of	the	total	cars,	them	what	is	the	per	capita	use	of	cars	by	females in	2014?	 6 (b)	 What	is	the	average	percentage	increase	in	number	of	cars	over	the	period	2011-2016?		 6 (c)	 Find	the	year	in	which	the	ratio	of	males	to	that	of	females	was	the	highest.		 6 (d)	 If	 in	2012,	60%	of	cars	are	used	by	males,	then	what	is	the	percentage	of	males	and	females	who used	car	in	the	year	2012?		 6 (e)	 In	which	year	the	ratio	of	male	population	to	the	number	of	cars	int	he	city	was	lowest?		 6 (f)	 With	what	percentage,	the	number	of	cars	in	the	city	was	increased	from	2011	to	2016? egkjk""Vª	 ds	,d	'kgj	esa	;krk;kr	dk	eq[;	lkèku	dkj	gSA	uhps	fn;s	x,	ys[kkfp=k	esa	tula[;k	o`fÙk	rFkk	dkj	iz;ksx djus	dh	o`fÙk	dks	vofèk	2011	ls	2016	rd	ds	fy;s	n'kkZ;k	x;k	gSA	ys[kkfp=k	dk	vè;;u	dhft;s	rFkk	mlds uhps	fn;s	x,	iz'uksa	ds	mÙkj	nhft;s%",3,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000170,2019,63rd BPSC Mains,GS 1,Section I,14,38,English,"Study	 the	data	given	in	the	following	multiple	bar	chart,	which	shows	the	sex	ratio	in	Madhya	Pradesh during	the	period	from	1901	to	1971	and	answer	the	questions	given	below	it:	 38 (a)	 What	 are	the	ratios	of	femaels	per	1000	males	in	rural	and	urban	areas	of	Madhya	Pradesh	in	1941 and	1951	Census?	In	which	year	was	it	higher?	 6 (b)	 What	 is	the	percentage	change	in	females	per	1000	males	in	urban	areas	of	Madhya	Pradesh	in	1961 in	comparison	to	1931?	 6 (c)	 Compare	 the	ratio	of	females	per	1000	males	in	total	and	rural	areas	of	Madhya	Pradesh	in	1911	and 1921	Census.	In	which	year	was	it	higher?		 6 (d)	 In	 which	census	years,	were	the	female	sex	ratio	in	urban	areas	of	Madhya	Pradesh	highest	and lowest?	What	is	the	difference	between	these	two?		 6 (e)	 If	 in	1931	Census,	due	to	some	error	in	counting	15	females	per	100	males	were	wrongly	counted	in urban	area	instead	of	rural	area	of	Madhya	Pradesh,	then	what	should	have	been	the	actual	percentage of	females	per	1000	males	in	urban	area	of	Madhya	Pradesh	to	that	of	rural	area	in	1931?		 6 (f)	 If	 in	1971	Census,	there	were	90	crore	males	in	rural	areas	of	Madhya	Pradesh,	then	what	is	the difference	between	male	and	female	population	in	rural	areas	of	Madhya	Pradesh	in	1971? uhps	 fn;s	x,	cgq'kykdk	ys[kkfp=k	ds	vk¡dM+ksa	dk	vè;;u	dhft;s]	ftlesa	eè;	izns'k	esa	fyaxkuqikr	dks	vofèk	1901 ls	1971	rd	n'kkZ;k	x;k	gS	rFkk	mu	iz'uksa	ds	mÙkj	nhft;s]	tks	blds	uhps	fn;s	x,	gSa%",5,BPSC-(63rd)-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000173,2019,63rd BPSC Mains,GS 2,Section I,2,38,English,Do you agree that Indian Politics today primarily revolves around development politics rather than ascriptive politics? Discuss with reference to Bihar. 38 D;k	 vki	lger	gSa	fd	Hkkjrh;	jktuhfr	vkt	eq[;	:i	ls	o.kZukRed	jktuhfr	dh	ctk;	fodkl	jktuhfr	ds vkl&ikl	?kwerh	gS\	fcgkj	ds	lanHkZ	esa	ppkZ	djsaA,2,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000174,2019,63rd BPSC Mains,GS 2,Section I,3,38,English,What are the implications of growing regional political parties on the Indian party politics in recent times? 38 gky	ds	fnuksa	esa	Hkkjrh;	ikVhZ	dh	jktuhfr	ij	c<+rs	{ks=kh;	jktuhfrd	nyksa	ds	izHkko	D;k	gSa\,2,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000176,2019,63rd BPSC Mains,GS 2,Section I,5,38,English,"Centrally	 Sponsored	 Schemes	 have	 always	 been	 a	 point	 of	 contention	 between	 the	 Centre	 and	 States. Discuss	by	citing	relevant	examples.	 38 dsaæ	 izk;ksftr	;kstuk,¡]	dsaæ	vkSj	jkT;ksa	ds	chp	ges'kk	fookn	dk	eqík	jgh	gSaA	izklafxd	mnkgj.kksa	dk	gokyk	nsrs	gq, ppkZ	djsaA [kaM&II/Section-II",2,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000179,2019,63rd BPSC Mains,GS 2,Section I,8,38,English,"Explain	 the	reasons	why	India's	major	large-scale	industries	have	been	estalished	in	geographical	areas	in some special areas. Explain main key industries of India. 38 Hkkjr	 ds	izeq[k	cM+s	iSekus	ds	m|ksx	HkkSxksfyd	n`f""V	ls	dqN	fo'ks""k	{ks=kksa	esa	gh	LFkkfir	gks	ik,	gSa]	blds	dkj.kksa	dh O;k[;k	djsa	,oa	Hkkjr	ds	izeq[k	cqfu;knh	m|ksxksa	dh	O;k[;k	djsaA",3,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000183,2019,63rd BPSC Mains,GS 2,Section I,12,36,English,"What 	 do	 you	 mean	 by	 Software? 	 How	 is	 the	 Software 	 Industry	 backbone 	 of	 country's	 economic development?	Comment	on	the	development	of	computer	languages	and	our	country's	contribution	in	this era. 36 lkWÝVos;j	 ls	vki	D;k	le>rs	gSa\	ns'k	ds	vkfFkZd	fodkl	esa	dSls	lkWÝVos;j	m|ksx	jh<+	dh	gM~Mh	ds	leku	gS] le>k,¡A	daI;wVj	dh	Hkk""kkvksa	ds	fodkl	ij	viuk	er	Li""V	djsa	rFkk	le>k,¡	fd	gekjs	ns'k	dk	bl	{ks=k	esa	D;k ;ksxnku	gS\",3,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000184,2019,63rd BPSC Mains,GS 2,Section I,13,36,English,"What	 do	you	mean	by	Global	Warming?	How	is	India	contributing	in	minimising	its	effects?	Comment on	saying,	""The	world	would	submerge	in	water	in	coming	future	by	the	mistakes	committed	by	human being	of	this	planet"".	 36 Xykscy	 ok²ex	D;k	gS\	Xykscy	ok²ex	ls	gksus	okys	izHkko	dks	de	djus	ds	fy;s	fd;s	tkus	okys	iz;klksa	esa	Hkkjr dk	D;k	;ksxnku	gS\	¶fudV	Hkfo"";	esa	iwjk	fo'o]	bl	xzg	ds	ekuo	ds	}kjk	dh	tkus	okyh	xyfr;ksa	ds	dkj.k]	ikuh esa	Mwc	tk,xkA¸	mDr	dFku	ij	vius	fopkj	Li""V	djsaA",3,BPSC-(63rd)-Mains-exam-GS-2.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000185,2019,64th BPSC Mains,GS 1,Section I,1,38,English,"Critically examine the evoluation of Indian nationalism since the late 19th century. 38 19 oha	lnh	ds	mÙkjk¼Z	ls	Hkkjrh;	jk""Vªokn	ds	fodkl	dh	vkykspukRed	leh{kk	dhft;sA",2,BPSC-64th-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000188,2019,64th BPSC Mains,GS 1,Section I,4,38,English,"Examine the characteristics of tribal protest in the 19 th century with suitable examples. Give reasons for their failure. 38 mi;qDr	 mnkgj.k	lfgr	19oha	lnh	esa	tutkrh;	izfrjksèk	dh	fo'ks""krkvksa	dh	leh{kk	dhft;sA	mudh	vliQyrk	ds dkj.k	crkb,A",2,BPSC-64th-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
BPSC-Q-000191,2019,64th BPSC Mains,GS 1,Section I,7,38,English,"What is the major focus of UNDP Human Development Report, 2019? In what way does the analysis go beyong income, average and present condition? Critically examine. 38 ;w,uMhih	 áweu	MsoyiesaV	fjiksVZ]	2019	dk	izeq[k	fo""k;	D;k	gS\	fo'ys""k.k	fdl	izdkj	vk;]	vkSlr	vkSj	orZeku fLFkfr	ds	vkxs	pyk	tkrk	gS\	vkykspukRed	leh{kk	dhft;sA",3,BPSC-64th-Mains-exam-GS-1.pdf,BPSC-SUB-01,"History, Art & Culture",0.78,two_pass_taxonomy_v1,Assigned default Subject domain based on general studies context; flagged for human review.,True,,
