scenario,run_index,subject_id,subject_name,question_type,marks,history_input,selected_topic_id,selected_topic_name,score,freq_score,recency_score,qtype_score,marks_score,exposure_score,diversity_score,rep_penalty
"ColdStart",34,"BPSC-SUB-05","Science & Technology","SHORT_ANSWER",5,"ColdStart","SCITECH-002","IT, AI, 5G & E-Governance",0.805,1,0.55,0.83,0.2,1,1,0
"ColdStart",35,"BPSC-SUB-05","Science & Technology","SHORT_ANSWER",5,"ColdStart","SCITECH-002","IT, AI, 5G & E-Governance",0.805,1,0.55,0.83,0.2,1,1,0
"ColdStart",36,"BPSC-SUB-05","Science & Technology","SHORT_ANSWER",5,"ColdStart","SCITECH-002","IT, AI, 5G & E-Governance",0.805,1,0.55,0.83,0.2,1,1,0
"ColdStart",37,"BPSC-SUB-06","Current Affairs & IR","LONG_ANSWER",38,"ColdStart","IR-002","Foreign Policy & Neighborhood Diplomacy",0.84,0.83,0.7,0.75,0.8,1,1,0
"ColdStart",38,"BPSC-SUB-06","Current Affairs & IR","LONG_ANSWER",38,"ColdStart","IR-002","Foreign Policy & Neighborhood Diplomacy",0.84,0.83,0.7,0.75,0.8,1,1,0
"ColdStart",39,"BPSC-SUB-06","Current Affairs & IR","LONG_ANSWER",38,"ColdStart","IR-002","Foreign Policy & Neighborhood Diplomacy",0.84,0.83,0.7,0.75,0.8,1,1,0
"ColdStart",40,"BPSC-SUB-06","Current Affairs & IR","LONG_ANSWER",38,"ColdStart","IR-002","Foreign Policy & Neighborhood Diplomacy",0.84,0.83,0.7,0.75,0.8,1,1,0
"ColdStart",41,"BPSC-SUB-07","Statistics","DATA_INTERPRETATION",36,"ColdStart","STAT-001","Data Interpretation & Graphical Analysis",0.828,1,0.55,0.7,0.63,1,1,0
"ColdStart",42,"BPSC-SUB-07","Statistics","DATA_INTERPRETATION",36,"ColdStart","STAT-001","Data Interpretation & Graphical Analysis",0.828,1,0.55,0.7,0.63,1,1,0
"ColdStart",43,"BPSC-SUB-07","Statistics","DATA_INTERPRETATION",36,"ColdStart","STAT-001","Data Interpretation & Graphical Analysis",0.828,1,0.55,0.7,0.63,1,1,0
"ColdStart",44,"BPSC-SUB-07","Statistics","DATA_INTERPRETATION",36,"ColdStart","STAT-001","Data Interpretation & Graphical Analysis",0.828,1,0.55,0.7,0.63,1,1,0
"ColdStart",45,"BPSC-SUB-08","Essay","ESSAY",100,"ColdStart","ESSAY-001","General & Philosophical Reflections",0.868,1,0.4,1,0.88,1,1,0
"ColdStart",46,"BPSC-SUB-08","Essay","ESSAY",100,"ColdStart","ESSAY-001","General & Philosophical Reflections",0.868,1,0.4,1,0.88,1,1,0
"ColdStart",47,"BPSC-SUB-08","Essay","ESSAY",100,"ColdStart","ESSAY-001","General & Philosophical Reflections",0.868,1,0.4,1,0.88,1,1,0
"ColdStart",48,"BPSC-SUB-08","Essay","ESSAY",100,"ColdStart","ESSAY-001","General & Philosophical Reflections",0.868,1,0.4,1,0.88,1,1,0
"ColdStart",49,"BPSC-SUB-09","Geography Optional","LONG_ANSWER",38,"ColdStart","GEOOPT-002","Human & Economic Geography Optional",0.817,1,0.4,0.99,0.38,1,1,0
"ColdStart",50,"BPSC-SUB-09","Geography Optional","LONG_ANSWER",38,"ColdStart","GEOOPT-002","Human & Economic Geography Optional",0.817,1,0.4,0.99,0.38,1,1,0
"ColdStart",51,"BPSC-SUB-09","Geography Optional","LONG_ANSWER",38,"ColdStart","GEOOPT-002","Human & Economic Geography Optional",0.817,1,0.4,0.99,0.38,1,1,0
"ColdStart",52,"BPSC-SUB-09","Geography Optional","LONG_ANSWER",38,"ColdStart","GEOOPT-002","Human & Economic Geography Optional",0.817,1,0.4,0.99,0.38,1,1,0
"ScenarioB_Repetition",1,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"POLITY-005x3","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"ScenarioK_Exclusion",1,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"Exclude POLITY-002,005","POLITY-001","Executive (President & Governor)",0.755,1,0.4,0.7,0.2,1,1,0
"Polity_ColdStart",1,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",2,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",3,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",4,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",5,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",6,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",7,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",8,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",9,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",10,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",11,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",12,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",13,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",14,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",15,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",16,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",17,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",18,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",19,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",20,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",21,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",22,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",23,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",24,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",25,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",26,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",27,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",28,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",29,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",30,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",31,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",32,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",33,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",34,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",35,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",36,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",37,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",38,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",39,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",40,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",41,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",42,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",43,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",44,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",45,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",46,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",47,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",48,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",49,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",50,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",51,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",52,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",53,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",54,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",55,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",56,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",57,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",58,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",59,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",60,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",61,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",62,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",63,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",64,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",65,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",66,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",67,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",68,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",69,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",70,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",71,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",72,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",73,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",74,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",75,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",76,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",77,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",78,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",79,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",80,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",81,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",82,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",83,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",84,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",85,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",86,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",87,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
"Polity_ColdStart",88,"BPSC-SUB-02","Polity & Governance","SHORT_ANSWER",5,"None","POLITY-002","Judiciary, Rights & Doctrines",0.787,0.96,0.55,0.78,0.2,1,1,0
